Domain_Name,Organization_Name
dmi.gov.in,"Directorate of Marketing and Inspection (DMI), Ministry of Agriculture and Farmers Welfare"
dmicdc.com,"Delhi Mumbai Industrial Corridor Development Corporation Limited, New Delhi"
dmr.res.in,Directorate of Maize Research (DMR)
dmrcjodhpur.nic.in,"Desert Medicine Research Centre, ICMR, Jodhpur, Rajasthan"
dms.gov.in,Delhi Milk Scheme
dmw.indianrailways.gov.in,Diesel Loco Modernisation Works
dnaclubs.nic.in,DNA Clubs Program (DBT's Natural Resource Awareness Clubs)
doe.gov.in,Department of Expenditure
dof.gov.in,Department of Fisheries
dogr.res.in,"Directorate of Onion and Garlic Research, Pune, Maharashtra"
doj.gov.in,Department of Justice
dolcbec.gov.in,"Directorate of Logistics, Customs and Central Excise"
dolr.nic.in,Department of Land Resources (DLR)
dolr.nic.in,"Integrated Watershed Development Programme (IWMP), Ministry of Rural Development"
dolr.nic.in,"Integrated Watershed Management Programme (IWMP), Department of Land Resources, Ministry of Rural Development"
doordarshangoa.gov.in,"Doordarshan Kendra, Panaji, Goa"
dop.gov.in,Directorate of Printing
dopmobile.in,Mobile Money Transfer Service by India Post
dopr.gov.in,"Directorate of Oil Palm Research, West Godavari, Andhra Pradesh"
dopt.gov.in,Department of Personnel and Training
dor.gov.in,Department of Revenue
dos.gov.in,Department of Space
dot.gov.in,Department of Telecommunications (DOT)
dot.gov.in,"Controllers of Communication Accounts, Department of Telecom"
dotasset.gov.in,"Asset Register, Department of Telecommunication"
dotosp.gov.in,"Online OSP Registration system, Department of TeleCommunication"
dov.gov.in,"Directorate General of Valuation, CBEC, Govt. of India"
dpd.gov.in,"Directorate of Pulses Development, Department of Agriculture,Cooperation & Farmers Welfare"
dpe.nic.in,Department of Public Enterprises
dpeblog.gov.in,"Blog of Department of Public Enterprises, Govt. of India"
dpemou.nic.in,"Department of Public Enterprises (DPE), MOU Division"
dpg.gov.in,Directorate of Public Grievances (DPG)
dpl.gov.in,Delhi Public Library
dppr.gov.in,Directorate of Publicity and Public Relations (DPPR)
dpsdae.gov.in,Directorate of Purchase and Stores
drat.tn.nic.in,"Debt Recovery Appellate Tribunal (DRAT), Chennai, Tamil Nadu"
drcestatahd.gov.in,"Joint Chief Departmental Representative Customs, Excise and Service Tax Appellate Tribunal, Ahmedabad"
drd.nic.in,Department of Rural Development (DRD)
drdo.gov.in,Defence Research and Development Organisation (DRDO)
drdo.gov.in,Department of Defence Research & Development
drdpat.bih.nic.in,"Directorate of Rice Development, Patna"
dredge-india.nic.in,"Dredging Corporation of India, Visakhapatnam"
dri.nic.in,Directorate of Revenue Intelligence (DRI)
drt.gov.in,Debts Recovery Tribunal (DRT) & Debts Recovery Appellate Tribunal (DRAT)
drt1chennai.tn.nic.in,"Debts Recovery Tribunal No 1, Chennai, Tamil Nadu"
drt2chennai.tn.nic.in,"Debts Recovery Tribunal No 2, Chennai, Tamil Nadu"
drt3chennai.tn.nic.in,"Debts Recovery Tribunal No 3, Chennai"
drtaurangabad.gov.in,"Debts Recovery Tribunals, Aurangabad"
drtcbe.tn.nic.in,"Debts Recovery Tribunal, Coimbatore, Tamil Nadu"
drtekm.gov.in,"Debts Recovery Tribunal, Ernakulam (Kerala and Lakshadweep)"
drtmadurai.tn.nic.in,"Debt Recovery Tribunal, Madurai"
drtpunjab.gov.in,"Debts Recovery Tribunal-II, Chandigarh"
dsir.gov.in,Department of Scientific and Industrial Research (DSIR)
dssc.gov.in,"Defence Services Staff College, Wellington"
dsscic.nic.in, Central Information Commission (CIC) Online
dst.gov.in,Department of Science and Technology (DST)
dst.gov.in,National Good Laboratory Practice (GLP) Compliance Monitoring Authority (NGCMA)
dst.gov.in,"Science for Equity, Empowerment and Development (SEED) Division, Department of Science and Technology"
dsttara.in,"Technological Advancement for Rural Areas (TARA), SEED, Department of Science and Technology"
du.ac.in,University of Delhi
duac.org,Delhi Urban Art Commission (DUAC)
ducc.du.ac.in,Delhi University Computer Centre (DUCC)
dvc.gov.in,Damodar Valley Corporation (DVC)
dwr.org.in,ICAR-Directorate of Weed Research (DWR) Jabalpur 
dwr.res.in,Directorate of Wheat Research (DWR)
e-aushadhi.gov.in,e-AUSHADHI - Online Licensing Portal of Ministry of AYUSH
e-commcourt.gov.in,"Commercial Courts, Department of Industrial Policy & Promotion"
eaadhaar.uidai.gov.in,e-Aadhaar Portal by UIDAI
eacpm.gov.in,Economic Advisory Council to The Prime Minister
eadmission.cipet.gov.in,Online Admission to Central Institute of Plastics Engineering and Technology (CIPET)
eaindustry.nic.in,Office of the Economic Adviser
eands.dacnet.nic.in,Directorate of Economics and Statistics (DES)
eastcoastrail.indianrailways.gov.in,East Coast Railway
easterncoal.gov.in,Eastern Coal Fields Limited
easynicsms.gov.in,"SMS Services, Press Information Bureau (PIB)"
eatrightindia.gov.in,Eat Right India : 'Eat Healthy' and 'Eat Safe' - An initiative of FSSAI
eauction.gov.in,Government eAuction System
eawas.nic.in,eAwas – Government Accommodation Management System (GAMS)
ebharatgas.com,Bharatgas
ebiz.gov.in,eBiz - India's Government-to-Business(G2B) Portal
ebook.mca.gov.in,"eBook - The Companies Act 2013, Ministry of Corporate Affairs"
ecbse.nic.in,Collection of CBSE Books in Electronic Format
ecgcindia.in,Export Credit Guarantee Corporation of India Limited (ECGC)
echs.gov.in,Ex-Servicemen Contributory Health Scheme (ECHS)
eci-citizenservices.nic.in,"Citizen Services Portal, Election Commission of India"
eci.gov.in,Election Commission of India
eciresults.nic.in,"General Elections 2014 - Trends & Results, Election Commission of India"
ecisveep.nic.in,"Systematic Voters’ Education and Electoral Participation (SVEEP), Election Commission of India"
ecltenders.nic.in,eProcurement Portal of Eastern Coalfields Limited (ECL)
ecr.indianrailways.gov.in,East Central Railway
edantseva.gov.in,e-Dantseva: National Oral Health Programme (NOHP)
edcilindia.co.in,Educational Consultants India Limited (EDCIL)
edisnic.gov.in,e-District Information System of NIC (e-DISNIC)
edistrictodisha.gov.in,"e - District, Odisha"
eeslindia.org,Energy Efficiency Services Limited (EESL) - A Joint Venture Company of PSUs of Ministry of Power
eetp.bsnl.co.in,"Employability Enhancement Training Program (EETP), BSNL"
eex.dcmsme.gov.in,"Employment Exchange for Industries, Development Commissioner (MSME)"
efa.gov.in,"Engine Factory Avadi (EFA), Ordnance Factory Board, Ministry of Defence"
efc.planningcommission.nic.in,"Expenditure Finance Committee (EFC), Planning Commission"
egazette.nic.in,eGazette of India
eglibnet.nic.in,"e-Granthalaya, Libraries Network, New Delhi"
egovmobileapps.nic.in,e-Gov Mobile App Store - repository of Mobile Apps developed by NIC
egovstandards.gov.in,eGovernance Standards Portal
egranthalaya.nic.in,e-Granthalaya - A Digital Agenda for Library Automation and Networking
egreetings.gov.in,"eGreetings Portal by NIC, MeitY, Govt. of India"
ehospital.nic.in,e-Hospital - A Hospital Management System from National Informatics Centre (NIC)
eicindia.gov.in,Export Inspection Council of India (EIC)
ekbharat.gov.in,Ek Bharat Shreshtha Bharat
ekbharatshreshthabharat.gov.in,Ek Bharat Shreshtha Bharat announced by Hon’ble Prime Minister of India
elearning.bsnl.co.in,BSNL elearning services
elections.tn.gov.in,"Chief Electoral Officer (CEO), Tamil Nadu"
electoralsearch.in,"National Electoral Search, Election Commission of India"
electrical.bsnl.co.in,"Telecom Electrical Wing, BSNL"
emigrate.gov.in,eMigrate - Apply for Emigration Clearance for ECR Countries
emmc.gov.in,"Electronic Media Monitoring Center (EMMC), Ministry of Information and Broadcasting"
empcom.gov.in,Empowered Committee of State Finance Ministers
employmentnews.gov.in,Employment News
employmentservice.nic.in,National Employment Service
enam.gov.in,National Agriculture Market (NAM) Portal
enforcementdirectorate.gov.in,Directorate of Enforcement
engineeringprojects.com,Engineering Projects (India) Ltd.
engineersindia.eil.co.in,Engineers India Limited (EIL)
enivesh.gov.in,"e-Nivesh - National Portal for Monitoring Clearances, Project Monitoring Group, Cabinet Secretariat"
ennoreport.gov.in,Ennore Port Limited
enquiry.indianrail.gov.in,"National Train Enquiry System, CRIS, Indian Railways"
enrich.nic.in,Community Software Solution Framework (eNRICH)
enterpriseindia.gov.in,Udyam Parichay online Portal - a bridge between job seekers and job providers
environmentclearance.nic.in,Online Submission and Monitoring of Environmental Clearances
envis.nic.in,"ENVIS Centres (Environmental Information System), Ministry of Environment, Forest and Climate Change"
enviscecb.org,"Chhattisgarh Environment Conservation Board, Raipur"
envisempri.kar.nic.in,ENVIS - Environment Management and Policy Research Institute (EMPRI)
envismadrasuniv.org,"ENVIS Centre on Microorganisms and Environment  Management, University or Madras, Chennai"
eouindia.gov.in,"Export Promotion Council for EOUs and SEZs, New Delhi"
epashuhaat.gov.in,"e-Pashuhaat - One stop portal for bovine germ plasm breeders, sellers and buyers"
epathshala.GOV.in,ePathshala - eLearning on the go by NCERT
epds.nic.in,Public Distribution System (ePDS) by Department of Food and Public Distribution
epfdehradun.gov.in,"Employees Provident Fund Organisation (EPFO), Dehradun, Uttarakhand"
epfdelhi.gov.in,"Employees Provident Fund Organization (EPFO), Delhi Region"
epfglb.kar.nic.in,"Employees Provident Fund Organisation (EPFO), Gulbarga"
epfgoa.com,"Employees Provident Fund Organisation (EPFO), Regional Office, Goa"
epfguwahati.gov.in,"Employee Provident Fund Organisation (EPFO), Guwahati"
epfhimachal.nic.in,"Employees Provident Fund Organization (EPFO), Shimla, Himachal Pradesh"
epfigms.gov.in,"EPFiGMS - Employees Provident Fund, Grievance Management System, New Delhi"
epfindia.gov.in,Employees Provident Fund Organisation (EPFO)
epfjharkhand.nic.in,"Employees Provident Fund Organisation (EPFO), Jharkhand Region"
epfkerala.in,"Employees Provident Fund Organisation (EPFO), Kerala Region, Thiruvananthapuram"
epfkolkata.com,"Employees Provident Fund Organisation (EPFO), Kolkata Region, West Bengal"
epfo-hyd.ap.nic.in,"Employees Provident Fund Organisation (EPFO), Hyderabad"
epfocoimbatore.tn.nic.in,"Employees Provident Fund Organisation (EPFO), Coimbatore"
epfopune.gov.in,"Employees Provident Fund Organisation (EPFO), Regional Office, Pune, Maharashtra"
epfosurat.com,"Employees Provident Fund Organisation (EPFO), Surat"
epfotambaram.tn.nic.in,"Employees Provident Fund Organisation (EPFO), Tambaram, Tamilnadu"
epfovadodara.com,"Employees Provident Fund Organisation (EPFO), Vadodara"
epfthane.gov.in,"Employees Provident Fund Organisation (EPFO), Regional Office, Thane, Mumbai-II"
epost-indiapost.gov.in,ePOST - send messages to any address in India by India Post
epostoffice.gov.in,ePost Office - India Post on Your Desktop
epramaan.gov.in,"e-Pramaan - Framework for e-Authentication by CDAC, MeitY"
eprocure.gov.in,Central Public Procurement Portal
eprocure.gov.in,"eProcurement Portal, Mission Mode Project (MMP) under National eGovernance Plan (NeGP)"
eprocuregsl.nic.in,eProcurement Portal of Goa Shipyard Limited (GSL)
eprocuremidhani.nic.in,eProcurement Portal of Mishra Dhatu Nigam Limited (MIDHANI)
eprosecution.gov.in,"e-Prosecution, Department of Prosecution, Ministry of Home Affairs"
eptrienvis.nic.in,ENVIS Centre Environment Protection Training and Research Institute (EPTRI)
eqjcourts.gov.in,e-Quasi Judicial Courts Information System
er.indianrailways.gov.in,Eastern Railway
ercncte.org,"National Council for Teacher Education, Eastern Regional Committee (ERC)"
erldc.in,"Eastern Regional Load Despatch Center - Power System Operation Corporation Limited, Kolkata"
erms.man.nic.in,"Electoral Roll Management System (ERMS), Chief Electoral Officer (CEO), Manipur"
ernet.in,Education and Research Network (ERNET)
erpc.gov.in,Eastern Regional Power Committee (ERPC)
erusteel.nic.in,"Economic Research Unit (ERU), New Delhi"
esamarth.gov.in,"e-Samarth: Empowering the Government Employee, G2E Initiative of the Controller General of Accounts"
escope.gov.in,eSCOPE - Forum for Facilitating Exports
ese.iitb.ac.in,"Department of Energy Science and Engineering, Indian Institute of Technology Bombay"
esic.nic.in,Employees State Insurance Corporation (ESIC)
esichospitals.gov.in,ESIC Hospitals & Dispensaries
esickar.gov.in,"Employees State Insurance Corporation (ESIC), Karnataka"
esickerala.gov.in,"Employees State Insurance Corporation (ESIC), Kerala"
esicmaharashtra.gov.in,"Employees State Insurance Corporation (ESIC), Regional Office, Mumbai"
esicmp.in,"Employees State Insurance Corporation (ESIC), Indore, Madhya pradesh"
esicner.in,"Employees State Insurance Corporation (ESIC), North East Region"
esicorissa.nic.in,"Employees State Insurance Corporation (ESIC), Odisha"
esicpondicherry.com,"Employees State Insurance Corporation (ESIC), Puducherry"
esicpune.in,"Employees State Insurance Corporation (ESIC), Sub Regional Office (SRO), Pune"
esicvijayawada.gov.in,"Employee's State Insurance Corporation (ESIC), Sub-Regional Office, Vijayawada"
esihospital.org,"Employees State Insurance Model Hospital - Basai Darapur, New delhi"
esipgimsrandherimumbai.gov.in,"Employees State Insurance Corporation (ESI) - Post Graduate Institute of Medical Science and Research, Andheri"
estates.gov.in,"Directorate of Estates, Ministry of Urban Development"
esuvidha.gov.in,eSuvidha - Online Projects Management System (ePMS)
etaal.gov.in,eTaal - Electronic Transaction Aggregation and Analysis Layer
etp.bsnl.co.in,Eastern Telecom Project Circle
etr.bsnl.co.in,Eastern Telecom Region
etrade.gov.in,EC/EDI for Trade in India
etraveltradeapproval.nic.in,"E-Recognition System for Travel Trade, Ministry of Tourism"
ewaybillgst.gov.in,e-Way Bill System - One Nation One e-Way Bill for movement of Goods throughout the Country
excisenashik.gov.in,"Central Excise and Customs, Nashik Commissionerate, Maharashtra"
excisesalem.tn.nic.in,"Central Excise Commissionerate, Salem"
excisevadodara2.nic.in,"Commissionerate of Central Excise and Customs, Vadodara - II"
fact.co.in,The Fertilizers and Chemicals Travancore Limited (FACT)
fagmil.nic.in,FCI Aravali Gypsum and Minerals India Limited (FAGMIL)
fame-india.gov.in,"FAME-India: National Mission on Electric Mobility, National Automotive Board (NAB)"
farmech.dac.gov.in,National Portal on Mechanization and Technology
farmer.gov.in,Farmers Portal - One Stop Shop For Farmers
faunaofindia.nic.in,Digital Archive of Publication of Zoological Survey of India (ZSI)
fbp.gov.in,"Farakka Barrage Project (FBP) - Ministry of Water Resources, River Development & Ganga Rejuvenation"
fcamin.nic.in,"Ministry of Consumer Affairs, Food and Public Distribution"
fci.gov.in,Food Corporation of India (FCI)
fciajmer.com,"Food Craft Institute, Ajmer, Rajasthan"
fcikerala.org,"Food Craft institute, Kerala"
fcraonline.gov.in,FCRA (Foreign Contribution Regulation Act) Online Services
fcriindia.com,"Fluid Control Research Institute (FCRI), Palakkad"
fddiindia.com,Footwear Design and Development Institute (FDDI)
fert.nic.in,Department of Fertilizers
fertcorpindia.nic.in,Fertilizer Corporation of India Limited (FCIL)
ffconline.gov.in,Allocation and Release of Grants to Rural Local Bodies by Fourteenth Finance Commission (FFC)
ffdcindia.org,"Fragrance and Flavour Development Centre (FFDC), Uttar Pradesh"
ffo.gov.in,"Film Facilitation Office (FFO), National Film Development Corporation"
fhel.co.in,"Fresh and Health Enterprise Limited (FHER), Container Corporation of India Limited (CONCOR), Haryana"
fieldgunindia.gov.in,"Field Gun Factory, Kanpur"
fifp.gov.in,Foreign Investment Facilitation Portal (FIFP) by Department of Industrial Policy and Promotion (DIPP)
filmsdivision.org,"Films Division , Ministry of Information and Broadcasting"
financialservices.gov.in,Department of Financial Services
fincomindia.nic.in,Fifteenth Finance Commission of India
finmin.nic.in,Ministry of Finance
finmin.nic.in,Sovereign Gold Bonds & Gold Monetisation Schemes of Govt. of India
fist-dst.org,Fund for Improvement of S and  T Infrastructure in Higher Educational Institutions
fiuindia.gov.in,Financial Intelligence Unit India (FIU-IND)
fms.edu,"Faculty of Management Studies, University of Delhi"
fmttibudni.gov.in,"Central Farm Machinery Training and Testing Institute, Budni"
focusafrica.gov.in,"Focus Africa Programme, Department of Commerce"
foodcraftinstituteudaipur.com,"Food Craft institute, Udaipur"
foodlicensing.fssai.gov.in,Food Licensing and Registration System of Food Safety and Standards Authority of India (FSSAI)
forest.and.nic.in,Andaman and Nicobar Islands Forest and Plantation Development Corporation Limited
forestrights.nic.in,Scheduled Tribes and Other Traditional Forest Dwellers
forumofregulators.gov.in,Forum of Regulators
fri.icfre.gov.in,"Forest Research Institute (FRI), ICFRE, Dehradun"
frienvis.nic.in,"ENVIS Centre on Forestry, Forest Research Institute, ICFRE, Dehradun"
frlhtenvis.nic.in,"ENVIS - Enviornmental Information System, Medicinal Plants in India"
fsez.gov.in,Falta Special Economic Zone (FSEZ)
fsi.gov.in,"Fishery Survey of India (FSI), Mumbai"
fsi.nic.in,Forest Survey of India (FSI)
fsnl.nic.in,"Ferro Scrap Nigam Limited (FSNL), Chhattigarh"
fssai.gov.in,Food Safety and Standards Authority of India (FSSAI)
ftibangalore.gov.in,"Foremen Training Institute, Bangalore"
ftiindia.com,Film and Television Institute of India (FTII)
fwtrc.gov.in,"Family Welfare and Training Centre, Mumbai"
g20india.gov.in,"G20 India Secretariat, New Delhi"
gailgas.com,GAIL Gas Limited - Gas Authority of India Limited (GAIL)
gailonline.com,GAIL (India) Limited
gallantryawards.gov.in,"Gallantry Awards, Ministry of Defence"
gallantrymedals.gov.in,"Gallantry Medals, Ministry of Home Affairs"
gama.gov.in,"Portal for Grievances Against Misleading Advertisements (GAMA), Dept. of Consumer Affairs"
gampuri.nic.in,"Gopabandhu Ayurveda Mahavidyalaya, Puri, Odisha"
gandhi.gov.in,150th Birth Anniversary of Mahatma Gandhi
gandhismriti.gov.in,Gandhi Smriti and Darshan Samiti (GSDS)
gasab.gov.in,Government Accounting Standards Advisory Board (GASAB)
gate.iitg.ac.in,"Graduate Aptitude Test in Engineering (GATE), Indian Institute of Technology, Guwahati"
gbpihed.gov.in,Govind Ballabh Pant (G.B. Pant) Institute of Himalayan Environment and Development (GBPIHED)
gbpihedenvis.nic.in,"ENVIS Centre on Himalayan Ecology, G.B. Pant Institute of Himalayan Environment and Development, Almora"
gcnep.gov.in,Global Centre for Nuclear Energy Partnership (GCNEP)
gem.gov.in,"Government e-Marketplace (GeM), DGS&D"
geos.iitb.ac.in,"Department of Earth Sciences, IIT Bombay"
geourbanmissions.gov.in,"Geo Portal for Urban Mission, Ministry of Housing and Urban Affairs"
gepg.nic.in,Government of India e-Payment Gateway (GePG)
gfcc.bih.nic.in,"Ganga Flood Control Commission (GFCC), Patna"
ghtc-india.gov.in,Global Housing Technology Challenge - India (GHTC - India)
gicofindia.com,General Insurance Corporation of India (GIC)
giso.gov.in,"Government of India Stationery Office, Kolkata"
gnr.stpi.in,"Software Technology Parks Of India (STPI), Gandhinagar, Gujarat"
goashipyard.co.in,Goa Shipyard Limited
goicharters.nic.in,Citizens Charters in Government of India
goidirectory.gov.in,GOI Web Directory - Directory of Official web sites of Government of India
gpra.nic.in,"Online Information on House Allotments, Directorate of Estates, Ministry of Urban Development"
greene.gov.in,GREENE - An E-Waste awareness initiative supported by Ministry of Electronics and Information Technology (MeitY)
greenteacher.org,"Green Teacher - ENVIS Centre for Environment Education (CEE), Ahmedabad "
greentribunal.gov.in,"National Green Tribunal (NGT), New Delhi"
grihkalyankendra.gov.in,Grih Kalyan Kendra
grip.gov.in,"GRameen Internal audit Portal (GRIP), Ministry of Rural Development"
grmb.gov.in,Godavari River Management Board
grse.in,Garden Reach Ship Builders and Engineers Limited (GRSE)
gsdp-envis.gov.in,"Green Skill Development Programme (GSDP) by Ministry of Environment, Forest & Climate Change"
gsf.gov.in,"Gun and Shell Factory, Cossipore, Kolkata"
gsi.gov.in,Geological Survey of India (GSI)
gssaap-cag.nic.in,"Principal Accountant General, General and Social Sector Audit, Andhra Pradesh and Telangana"
gst.gov.in,Goods and Services Tax (GST)
gstcouncil.gov.in,Goods and Services Tax (GST) Council
gstcxmangalore.gov.in,"Central Excise & Central Tax (CGST) Commissionarate, Mangalore"
gstdelhiwest.gov.in,"Goods & Services Tax Commissionerate, Delhi West"
gstdelhizone.gov.in,"Goods and Services Tax (GST) & Central Excise, Delhi Zone"
gstindore.gov.in,"Customs, Central Excise and Service Tax Commissionerate, Indore, Madhya Pradesh"
gstjabalpur.gov.in,"Goods & Service Tax (GST) Commissionerate, Jabalpur, Madhya Pradesh"
gstkarnataka.gov.in,"Goods and Services Tax (GST) Commissionerate, Bengaluru Zone (BZ), Karnataka"
gstludhiana.gov.in,"Central Excise and Service Tax Commissionerate, Ludhiana, Punjab"
gstmumbai.gov.in,"Goods and Service Tax (GST) and Central Excise Commissionerate, Mumbai Zone"
gstmumbaieast.gov.in,Goods & Services Tax (GST) Commissionerate Mumbai East
gstraipuraudit.gov.in,"Central Goods & Service Tax, Raipur, Chhattisgarh"
guj.bsf.gov.in,"Gujarat  Frontier, Border Security Force (BSF)"
guj.nic.in,"Gujarat State Centre, National Informatics Centre (NIC)"
gujarat.bsnl.co.in,Gujarat Telecom Circle
gujaratpost.gov.in,"Gujarat Postal Circle, Department of Posts"
guwahati.stpi.in,"Software Technology Park of India (STPI), Guwahati, Assam"
haj.gov.in,"Haj Division, Ministry of Minority Affairs"
hajcommittee.gov.in,Haj Committee of India
hal-india.com,Hindustan Aeronautics Limited (HAL)
hamaribitiya.nic.in,Report Sex Selection
handicrafts.nic.in,Office of Development Commissioner for Handicrafts
handlooms.gov.in,Office of Development Commissioner for Handlooms
handloomschemes.gov.in,"Handloom Development Schemes, Development Commissioner for Handlooms"
haryana.bsnl.co.in,Haryana Telecom Circle
haryanapost.gov.in,Haryana Postal Circle
hbcse.tifr.res.in,Homi Bhabha Centre for Science Education (HBCSE)
hbni.ac.in,"Homi Bhabha National Institute, Mumbai"
heavyindustry.gov.in,Department of Heavy Industry
hecltd.com,Heavy Engineering Corporation Limited (HEC)
helpline.rb.nic.in,Presidents Secretariat Helpline
hfl.co.in,"Hindustan Flurocarbons Limited (HFL), Hyderabad"
hfri.icfre.gov.in,Himalayan Forest Research Institute
hheconline.in,Online Service for Handicrafts and Handlooms Exports Corporation Limited
hhecworld.in,Handicrafts and Handlooms Export Corporation (HHEC)
hil.gov.in,Hindustan Insecticides Limited (HIL)
hindantibiotics.in,Hindustan Antibiotics Limited (HAL)
hindcables.gov.in,"Hindustan Cables Limited (HCL), Kolkata"
hindivishwa.org,Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya
hindpaper.in,Hindustan Paper Corporation Ltd.
hindprefab.org,"Hindustan Prefab Limited, New Delhi"
hindustancopper.gov.in,Hindustan Copper Limited (HCL)
hindustanpetroleum.com,Hindustan Petroleum Corporation Limited (HPCL)
hllbiotech.com,"HLL Biotech Limited, Chennai, Tamilnadu"
hmti.com,HMT (International) Limited
hmtindia.com,HMT Limited
hmtmachinetools.com,HMT Machine Tools Ltd.
hnbgu.ac.in,"Hemwati Nandan Bahuguna Garhwal University, Uttarakhand"
hnlonline.com,Hindustan Newsprint Limited (HNL)
hocl.gov.in,Hindustan Organic Chemicals Limited
hoclkochi.com,Hindustan Organic Chemicals Limited (HOCL) - Kochi Division
holidayhomes.nic.in,Central Government Holiday Homes and Touring Officers Hostel
hooghlydock.gov.in,Hooghly Dock and Port Engineers Limited (HDPEL)
hooghlyprinting.com,"Hooghly Printing Company Limited, Kolkata"
hortnet.gov.in,HORTNET - An initiative of National Horticulture Mission
howrahbridgekolkata.gov.in,"Howrah Bridge (Rabindra Setu), Kolkata"
hp.bsnl.co.in,Himachal Pradesh Telecom Circle
hpclbiofuels.co.in,"HPCL Biofuels Limited, Bihar"
hplism.nic.in,"Homoeopathic Pharmacopoeia Laboratory (HPL), Ghaziabad, Uttar Pradesh"
hppostalcircle.gov.in,"Himachal Pradesh Postal Circle, Department of Posts"
hrdcnehu.com,"UGC Academic Staff College North-Eastern Hill University, Shillong"
hri.res.in,"Harish-Chandra Research Institute (HRI), Allahabad"
hrm.mhrd.gov.in,"Minister of Human Resource Development, Government of India"
hsadl.nic.in,"High Security Animal Disease Laboratory, Indian Veterinary Research Institute, ICAR, Bhopal"
hsccltd.co.in,Hospital Services Consultancy Corporation (I) Limited (HSCC)
hscl.co.in,Hindustan Steel Works Construction Limited (HSCL)
hslvizag.in,Hindustan Shipyard Limited (HSL)
hss.iitb.ac.in,"Department of Humanities and Social Sciences, IIT Bombay"
hss.iitm.ac.in,"Department of Humanities and Social Sciences, Indian Institute of Technology, Madras"
hssc.gov.in,Haryana Staff Selection Commission
hubli.stpi.in,"Software Technology Parks of India (STPI), Hubli, Karnataka"
hudco.org,Housing and Urban Development Corporation Limited (HUDCO)
hwb.gov.in,Heavy Water Board (HWB)
hyd.stpi.in,"Software Technology Parks of India (STPI), Hyderabad"
hyd.stpi.in,"Software Technology Parks of India (STPI), Kakinada, Andhra Pradesh"
hyderabadcustoms.gov.in,Hyderabad Customs
hyderabadgstaudit2.gov.in,"Hyderabad-II Audit Commissionerate, Goods and Services Tax (GST)"
hydro.imd.gov.in,"Hydromet Division, India Meteorological Department"
hydrobharat.nic.in,Indian Naval Hydrographic Department (INHD)
hydrology-project.gov.in,"Hydrology Project, Government of India"
iacs.res.in,"Indian Association for the Cultivation of Science (IACS), Kolkata"
iafpensioners.gov.in,Directorate of Air Veterans (DAV) for IAF Pensioners
iamrindia.gov.in,Institute of Applied Manpower Research
iari.res.in,Indian Agricultural Research Institute (IARI)
ias.ac.in,"Indian Academy of Sciences, Bangalore, Karnataka"
iasri.res.in,Indian Agricultural Statistics Research Institute (IASRI)
iasst.gov.in,Institute of Advanced Study in Science and Technology (IASST)
iay.nic.in,"Indira Awaas Yojana (IAY), Department of Rural Development"
ibbi.gov.in,Insolvency and Bankruptcy Board of India (IBBI)
ibef.org,"India Brand Equity Foundation (IBEF), Haryana"
ibm.gov.in,Indian Bureau of Mines
ibmreg.nic.in,"Mineral Concessionaires Registration System, Indian Bureau of Mines"
ibsd.gov.in,Institute of Bioresources and Sustainable Development (IBSD)
icadr.nic.in,International Centre for Alternative Dispute Resolution (ICADR)
icai.nic.in,Examination Results of Institute of Chartered AccountantS of India (ICAI)
icai.org,Institute of Chartered Accountants of India (ICAI)
icar-ciwa.org.in,ICAR-Central Institute for Women in Agriculture (ICAR-CIWA)
icar-iior.org.in,Indian Institute of Oilseeds Research (IIOR) formerly Directorate of Oilseeds Research (DOR)
icar-iirr.org,Indian Institute of Rice Research (IIRR) formerly Directorate of Rice Research (DRR)
icar.org.in,Indian Council of Agricultural Research (ICAR)
icarnagaland.nic.in,"ICAR Research Complex for NEH Region, Nagaland Centre, Jharnapani, Medziphema"
icarrcer.in,"ICAR Research Complex for Eastern Region (ICAR-RCER), Patna, Bihar"
icarzcu3.gov.in,"ICAR Zonal Co-ordinating Unit Zone-III, NEH Region"
iccr.gov.in,Indian Council for Cultural Relations (ICCR)
icds-wcd.nic.in,Intergrated Child Development Services (ICDS)
icdsbih.gov.in,"Integrated Child Development Services (ICDS), Bihar"
icdtkd.gov.in,"Custom Commissionerate, Inland Container Depot (ICD), Tughlakabad, New Delhi"
iced.cag.gov.in,"International Centre for Environment Audit and Sustainable Development (iCED), Jaipur"
icegate.gov.in,"Indian Customs and Excise Gateway ICE : GATE, e-Commerce Portal of Central Board of Excise and Customs "
ices.nic.in,Indian Customs Electronic Data Interchange System (ICES)
icf.indianrailways.gov.in,"Integral Coach Factory, Chennai"
icfre.gov.in,Indian Council of Forestry Research and Education (ICFRE)
ichr.ac.in,"Indian Council of Historical Research (ICHR),  New Delhi"
ici.nic.in,"Indian Culinary Institute (ICI), Ministry of Tourism"
icisa.cag.gov.in,International Centre for Information Systems and Audit (iCISA)
icmai.in,Institute of Cost Accountants of India
icmam.gov.in,"Integrated Coastal and Marine Area Management Project Directorate (ICMAM PD), Chennai"
icmbhubaneswar.nic.in,"Madhusudan Institute of Co-operative Management (MICM), Bhubaneswar"
icmbpl.com,"Institute of Co-operative Management (ICM), Bhopal, Madhya Pradesh."
icmdehradun.org,"Institute of Co-operative Management, Dehradun,  Uttarakhand"
